#clustering method	cluster number	cluster color	hex color	gene count	protein name	protein identifier	protein description
kmeans	2	Brown	#ffaf65	16	IGF1	9606.ENSP00000376637	Insulin-like growth factor I; The insulin-like growth factors, isolated from plasma, are structurally and functionally related to insulin but have a much higher growth-promoting activity. May be a physiological regulator of [1-14C]- 2-deoxy-D-glucose (2DG) transport and glycogen synthesis in osteoblasts. Stimulates glucose transport in bone-derived osteoblastic (PyMS) cells and is effective at much lower concentrations than insulin, not only regarding glycogen and DNA synthesis but also with regard to enhancing glucose uptake. May play a role in synapse maturation. Ca(2+)-dependent exo [...] 
kmeans	2	Brown	#ffaf65	16	IGF2R	9606.ENSP00000349437	Cation-independent mannose-6-phosphate receptor; Transport of phosphorylated lysosomal enzymes from the Golgi complex and the cell surface to lysosomes. Lysosomal enzymes bearing phosphomannosyl residues bind specifically to mannose-6-phosphate receptors in the Golgi apparatus and the resulting receptor-ligand complex is transported to an acidic prelyosomal compartment where the low pH mediates the dissociation of the complex. This receptor also binds IGF2. Acts as a positive regulator of T-cell coactivation, by binding DPP4.
kmeans	2	Brown	#ffaf65	16	IGFBP1	9606.ENSP00000275525	Insulin-like growth factor-binding protein 1; IGF-binding proteins prolong the half-life of the IGFs and have been shown to either inhibit or stimulate the growth promoting effects of the IGFs on cell culture. They alter the interaction of IGFs with their cell surface receptors. Promotes cell migration.
kmeans	2	Brown	#ffaf65	16	IGFBP2	9606.ENSP00000233809	Insulin-like growth factor-binding protein 2; Inhibits IGF-mediated growth and developmental rates. IGF- binding proteins prolong the half-life of the IGFs and have been shown to either inhibit or stimulate the growth promoting effects of the IGFs on cell culture. They alter the interaction of IGFs with their cell surface receptors.
kmeans	2	Brown	#ffaf65	16	IGFBP4	9606.ENSP00000269593	Insulin-like growth factor-binding protein 4; IGF-binding proteins prolong the half-life of the IGFs and have been shown to either inhibit or stimulate the growth promoting effects of the IGFs on cell culture. They alter the interaction of IGFs with their cell surface receptors.
kmeans	2	Brown	#ffaf65	16	SCARB2	9606.ENSP00000264896	Lysosome membrane protein 2; Acts as a lysosomal receptor for glucosylceramidase (GBA) targeting.
kmeans	2	Brown	#ffaf65	16	TACSTD2	9606.ENSP00000360269	Tumor-associated calcium signal transducer 2; May function as a growth factor receptor; Belongs to the EPCAM family.
kmeans	3	Dark Golden Rod	#b2ab00	11	BCAN	9606.ENSP00000331210	Brevican core protein; May play a role in the terminally differentiating and the adult nervous system during postnatal development. Could stabilize interactions between hyaluronan (HA) and brain proteoglycans; Belongs to the aggrecan/versican proteoglycan family.
kmeans	3	Dark Golden Rod	#b2ab00	11	CCDC80	9606.ENSP00000206423	Coiled-coil domain-containing protein 80; Promotes cell adhesion and matrix assembly.
kmeans	3	Dark Golden Rod	#b2ab00	11	CDH15	9606.ENSP00000289746	Cadherin-15; Cadherins are calcium-dependent cell adhesion proteins. They preferentially interact with themselves in a homophilic manner in connecting cells; cadherins may thus contribute to the sorting of heterogeneous cell types. M-cadherin is part of the myogenic program and may provide a trigger for terminal muscle differentiation.
kmeans	3	Dark Golden Rod	#b2ab00	11	GDNF	9606.ENSP00000409007	Glial cell line-derived neurotrophic factor; Neurotrophic factor that enhances survival and morphological differentiation of dopaminergic neurons and increases their high- affinity dopamine uptake; Belongs to the TGF-beta family. GDNF subfamily.
kmeans	3	Dark Golden Rod	#b2ab00	11	GFRA1	9606.ENSP00000347591	GDNF family receptor alpha-1; Receptor for GDNF. Mediates the GDNF-induced autophosphorylation and activation of the RET receptor (By similarity).
kmeans	3	Dark Golden Rod	#b2ab00	11	NCAM1	9606.ENSP00000480132	Neural cell adhesion molecule 1; This protein is a cell adhesion molecule involved in neuron- neuron adhesion, neurite fasciculation, outgrowth of neurites, etc.
kmeans	3	Dark Golden Rod	#b2ab00	11	NCAN	9606.ENSP00000252575	Neurocan core protein; May modulate neuronal adhesion and neurite growth during development by binding to neural cell adhesion molecules (NG-CAM and N- CAM). Chondroitin sulfate proteoglycan; binds to hyaluronic acid; Belongs to the aggrecan/versican proteoglycan family.
kmeans	3	Dark Golden Rod	#b2ab00	11	NTRK3	9606.ENSP00000354207	NT-3 growth factor receptor; Receptor tyrosine kinase involved in nervous system and probably heart development. Upon binding of its ligand NTF3/neurotrophin-3, NTRK3 autophosphorylates and activates different signaling pathways, including the phosphatidylinositol 3-kinase/AKT and the MAPK pathways, that control cell survival and differentiation.
kmeans	3	Dark Golden Rod	#b2ab00	11	OMG	9606.ENSP00000247271	Oligodendrocyte-myelin glycoprotein; Cell adhesion molecule contributing to the interactive process required for myelination in the central nervous system.
kmeans	3	Dark Golden Rod	#b2ab00	11	PSPN	9606.ENSP00000245810	Persephin; Exhibits neurotrophic activity on mesencephalic dopaminergic and motor neurons.
kmeans	3	Dark Golden Rod	#b2ab00	11	SLIT2	9606.ENSP00000422591	Slit homolog 2 protein C-product; Thought to act as molecular guidance cue in cellular migration, and function appears to be mediated by interaction with roundabout homolog receptors. During neural development involved in axonal navigation at the ventral midline of the neural tube and projection of axons to different regions. SLIT1 and SLIT2 seem to be essential for midline guidance in the forebrain by acting as repulsive signal preventing inappropriate midline crossing by axons projecting from the olfactory bulb. In spinal chord development may play a role in guiding commissural axons [...] 
kmeans	4	Green Yellow	#bbff65	7	ADAMTS15	9606.ENSP00000299164	ADAM metallopeptidase with thrombospondin type 1 motif 15.
kmeans	4	Green Yellow	#bbff65	7	ASGR1	9606.ENSP00000269299	Asialoglycoprotein receptor 1; Mediates the endocytosis of plasma glycoproteins to which the terminal sialic acid residue on their complex carbohydrate moieties has been removed. The receptor recognizes terminal galactose and N- acetylgalactosamine units. After ligand binding to the receptor, the resulting complex is internalized and transported to a sorting organelle, where receptor and ligand are disassociated. The receptor then returns to the cell membrane surface.
kmeans	4	Green Yellow	#bbff65	7	F9	9606.ENSP00000218099	Coagulation factor IXa heavy chain; Factor IX is a vitamin K-dependent plasma protein that participates in the intrinsic pathway of blood coagulation by converting factor X to its active form in the presence of Ca(2+) ions, phospholipids, and factor VIIIa. Belongs to the peptidase S1 family.
kmeans	4	Green Yellow	#bbff65	7	FETUB	9606.ENSP00000265029	Fetuin-B; Protease inhibitor required for egg fertilization. Required to prevent premature zona pellucida hardening before fertilization, probably by inhibiting the protease activity of ASTL, a protease that mediates the cleavage of ZP2 and triggers zona pellucida hardening (By similarity).
kmeans	4	Green Yellow	#bbff65	7	FURIN	9606.ENSP00000483552	Furin; Ubiquitous endoprotease within constitutive secretory pathways capable of cleavage at the RX(K/R)R consensus motif. Mediates processing of TGFB1, an essential step in TGF-beta-1 activation. (Microbial infection) Required for H7N1 and H5N1 influenza virus infection probably by cleaving hemagglutinin.
kmeans	4	Green Yellow	#bbff65	7	PRSS8	9606.ENSP00000319730	Prostasin heavy chain; Possesses a trypsin-like cleavage specificity with a preference for poly-basic substrates. Stimulates epithelial sodium channel (ENaC) activity through activating cleavage of the gamma subunits (SCNN1G).
kmeans	4	Green Yellow	#bbff65	7	SSC4D	9606.ENSP00000275560	Scavenger receptor cysteine-rich domain-containing group B protein; Scavenger receptor cysteine rich family member with 4 domains.
kmeans	5	Green 2	#0eb200	5	C2	9606.ENSP00000299367	Complement C2a fragment; Component C2 which is part of the classical pathway of the complement system is cleaved by activated factor C1 into two fragments: C2b and C2a. C2a, a serine protease, then combines with complement factor C4b to generate the C3 or C5 convertase; Belongs to the peptidase S1 family.
kmeans	5	Green 2	#0eb200	5	CST3	9606.ENSP00000381448	Cystatin-C; As an inhibitor of cysteine proteinases, this protein is thought to serve an important physiological role as a local regulator of this enzyme activity; Belongs to the cystatin family.
kmeans	5	Green 2	#0eb200	5	CSTB	9606.ENSP00000291568	Cystatin-B; This is an intracellular thiol proteinase inhibitor. Tightly binding reversible inhibitor of cathepsins L, H and B; Belongs to the cystatin family.
kmeans	5	Green 2	#0eb200	5	CTSZ	9606.ENSP00000217131	Cathepsin Z; Exhibits carboxy-monopeptidase as well as carboxy-dipeptidase activity. Capable of producing kinin potentiating peptides (By similarity); Belongs to the peptidase C1 family.
kmeans	5	Green 2	#0eb200	5	GDF15	9606.ENSP00000252809	Growth/differentiation factor 15; Regulates food intake, energy expenditure and body weight in response to metabolic and toxin-induced stresses. Binds to its receptor, GFRAL, and activates GFRAL- expressing neurons localized in the area postrema and nucleus tractus solitarius of the brainstem. It then triggers the activation of neurons localized within the parabrachial nucleus and central amygdala, which contitutes part of the 'emergency circuit' that shapes feeding responses to stressful conditions. On hepatocytes, inhibits growth hormone signaling (By similarity).
kmeans	6	Green	#65ffa3	2	APLP1	9606.ENSP00000221891	Amyloid-like protein 1; May play a role in postsynaptic function. The C-terminal gamma-secretase processed fragment, ALID1, activates transcription activation through APBB1 (Fe65) binding (By similarity). Couples to JIP signal transduction through C-terminal binding. May interact with cellular G-protein signaling pathways. Can regulate neurite outgrowth through binding to components of the extracellular matrix such as heparin and collagen I; Belongs to the APP family.
kmeans	6	Green	#65ffa3	2	SEZ6L	9606.ENSP00000248933	Seizure 6-like protein; May contribute to specialized endoplasmic reticulum functions in neurons.
kmeans	7	Blue	#00b29d	2	HNMT	9606.ENSP00000280097	Histamine N-methyltransferase; Inactivates histamine by N-methylation. Plays an important role in degrading histamine and in regulating the airway response to histamine.
kmeans	7	Blue	#00b29d	2	SCGB3A2	9606.ENSP00000296694	Secretoglobin family 3A member 2; Secreted cytokine-like protein. Binds to the scavenger receptor MARCO. Can also bind to pathogens including the Gram-positive bacterium L.monocytogenes, the Gram-negative bacterium P.aeruginosa, and yeast. Strongly inhibits phospholipase A2 (PLA2G1B) activity. Seems to have anti-inflammatory effects in respiratory epithelium (By similarity). Also has anti-fibrotic activity in lung. May play a role in fetal lung development and maturation. Promotes branching morphogenesis during early stages of lung development. In the pituitary, may inhibit production  [...] 
kmeans	8	Light Sky Blue	#65c7ff	2	ADH4	9606.ENSP00000424630	All-trans-retinol dehydrogenase [NAD(+)] ADH4; Catalyzes the NAD-dependent oxidation of either all-trans- retinol or 9-cis-retinol. Also oxidizes long chain omega-hydroxy fatty acids, such as 20-HETE, producing both the intermediate aldehyde, 20-oxoarachidonate and the end product, a dicarboxylic acid, (5Z,8Z,11Z,14Z)-eicosatetraenedioate. Also catalyzes the reduction of benzoquinones.
kmeans	8	Light Sky Blue	#65c7ff	2	GSTA1	9606.ENSP00000335620	Glutathione S-transferase A1, N-terminally processed; Glutathione S-transferase that catalyzes the nucleophilic attack of the sulfur atom of glutathione on the electrophilic groups of a wide range of exogenous and endogenous compounds (Probable). Involved in the formation of glutathione conjugates of both prostaglandin A2 (PGA2) and prostaglandin J2 (PGJ2). It also catalyzes the isomerization of D5-androstene-3,17-dione (AD) into D4-androstene- 3,17-dione and may therefore play an important role in hormone biosynthesis. Through its glutathione-dependent peroxidase activity toward the f [...] 
kmeans	9	Medium Blue	#001cb2	2	CLUL1	9606.ENSP00000441726	Clusterin-like protein 1; Clusterin like 1.
kmeans	9	Medium Blue	#001cb2	2	COLEC12	9606.ENSP00000383115	Collectin-12; Scavenger receptor that displays several functions associated with host defense. Promotes binding and phagocytosis of Gram-positive, Gram-negative bacteria and yeast. Mediates the recognition, internalization and degradation of oxidatively modified low density lipoprotein (oxLDL) by vascular endothelial cells. Binds to several carbohydrates including Gal-type ligands, D-galactose, L- and D-fucose, GalNAc, T and Tn antigens in a calcium-dependent manner and internalizes specifically GalNAc in nurse-like cells. Binds also to sialyl Lewis X or a trisaccharide and asialo-oros [...] 
kmeans	10	Purple	#9665ff	1	LILRA5	9606.ENSP00000404236	Leukocyte immunoglobulin-like receptor subfamily A member 5; May play a role in triggering innate immune responses. Does not seem to play a role for any class I MHC antigen recognition.
