#term ID	term description	observed gene count	background gene count	strength	signal	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0097531	Mast cell migration	4	7	2.21	1.56	1.28e-05	9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000302234,9606.ENSP00000495951	KIT,STAT5B,CCL11,KITLG
GO:0006952	Defense response	20	1394	0.61	0.73	1.47e-05	9606.ENSP00000225831,9606.ENSP00000243924,9606.ENSP00000249647,9606.ENSP00000265052,9606.ENSP00000266031,9606.ENSP00000269202,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000302234,9606.ENSP00000302324,9606.ENSP00000321326,9606.ENSP00000339477,9606.ENSP00000341141,9606.ENSP00000361761,9606.ENSP00000378365,9606.ENSP00000378845,9606.ENSP00000418009,9606.ENSP00000431775,9606.ENSP00000462468,9606.ENSP00000496959	CCL2,PI3,SNAP23,MGLL,HYAL1,MEP1B,KIT,STAT5B,CCL11,RNASE3,F2R,ICOSLG,SIGLEC1,WFDC2,CCL26,LAT,RARRES2,IL32,YES1,ITGAM
GO:0006954	Inflammatory response	13	538	0.83	0.93	1.54e-05	9606.ENSP00000225831,9606.ENSP00000249647,9606.ENSP00000265052,9606.ENSP00000266031,9606.ENSP00000269202,9606.ENSP00000288135,9606.ENSP00000302234,9606.ENSP00000321326,9606.ENSP00000341141,9606.ENSP00000378365,9606.ENSP00000378845,9606.ENSP00000418009,9606.ENSP00000496959	CCL2,SNAP23,MGLL,HYAL1,MEP1B,KIT,CCL11,F2R,SIGLEC1,CCL26,LAT,RARRES2,ITGAM
GO:0002684	Positive regulation of immune system process	16	874	0.71	0.82	1.62e-05	9606.ENSP00000225831,9606.ENSP00000233154,9606.ENSP00000263851,9606.ENSP00000264072,9606.ENSP00000284240,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000320176,9606.ENSP00000339477,9606.ENSP00000346300,9606.ENSP00000356436,9606.ENSP00000366091,9606.ENSP00000418009,9606.ENSP00000462468,9606.ENSP00000495951,9606.ENSP00000496959	CCL2,NCK2,IL7,FCER2,THY1,KIT,STAT5B,HCLS1,ICOSLG,CRKL,PLA2G4A,MOG,RARRES2,YES1,KITLG,ITGAM
GO:0043087	Regulation of GTPase activity	11	377	0.91	0.97	2.72e-05	9606.ENSP00000225831,9606.ENSP00000269571,9606.ENSP00000277120,9606.ENSP00000284240,9606.ENSP00000302234,9606.ENSP00000303507,9606.ENSP00000317272,9606.ENSP00000321326,9606.ENSP00000346300,9606.ENSP00000378365,9606.ENSP00000397297	CCL2,ERBB2,NTRK2,THY1,CCL11,BCR,MET,F2R,CRKL,CCL26,NTF3
GO:0045321	Leukocyte activation	13	574	0.8	0.88	2.93e-05	9606.ENSP00000233154,9606.ENSP00000246006,9606.ENSP00000249647,9606.ENSP00000263851,9606.ENSP00000269571,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000303507,9606.ENSP00000339477,9606.ENSP00000362711,9606.ENSP00000378845,9606.ENSP00000495951,9606.ENSP00000496959	NCK2,CD93,SNAP23,IL7,ERBB2,KIT,STAT5B,BCR,ICOSLG,TXLNA,LAT,KITLG,ITGAM
GO:0071363	Cellular response to growth factor stimulus	12	473	0.85	0.92	2.93e-05	9606.ENSP00000225831,9606.ENSP00000252809,9606.ENSP00000266031,9606.ENSP00000269571,9606.ENSP00000277120,9606.ENSP00000293328,9606.ENSP00000316338,9606.ENSP00000346300,9606.ENSP00000397297,9606.ENSP00000403644,9606.ENSP00000462468,9606.ENSP00000471477	CCL2,GDF15,HYAL1,ERBB2,NTRK2,STAT5B,BAIAP2,CRKL,NTF3,DDC,YES1,FGF21
GO:0051130	Positive regulation of cellular component organization	17	1049	0.66	0.75	2.97e-05	9606.ENSP00000225474,9606.ENSP00000233154,9606.ENSP00000252809,9606.ENSP00000264914,9606.ENSP00000266031,9606.ENSP00000277120,9606.ENSP00000284240,9606.ENSP00000288135,9606.ENSP00000302234,9606.ENSP00000303208,9606.ENSP00000316338,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000378365,9606.ENSP00000397297,9606.ENSP00000404131,9606.ENSP00000420321	CSF3,NCK2,GDF15,ARSB,HYAL1,NTRK2,THY1,KIT,CCL11,PCSK9,BAIAP2,MET,HCLS1,CCL26,NTF3,TGFA,ROBO1
GO:0045785	Positive regulation of cell adhesion	12	485	0.84	0.9	3.65e-05	9606.ENSP00000225831,9606.ENSP00000233154,9606.ENSP00000263851,9606.ENSP00000266031,9606.ENSP00000269571,9606.ENSP00000284240,9606.ENSP00000293328,9606.ENSP00000308782,9606.ENSP00000339477,9606.ENSP00000346300,9606.ENSP00000462468,9606.ENSP00000495951	CCL2,NCK2,IL7,HYAL1,ERBB2,THY1,STAT5B,GP6,ICOSLG,CRKL,YES1,KITLG
GO:0043067	Regulation of programmed cell death	20	1492	0.58	0.68	3.73e-05	9606.ENSP00000188790,9606.ENSP00000225831,9606.ENSP00000233154,9606.ENSP00000263851,9606.ENSP00000264072,9606.ENSP00000265598,9606.ENSP00000277120,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000303208,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000321326,9606.ENSP00000397297,9606.ENSP00000404131,9606.ENSP00000469413,9606.ENSP00000471477,9606.ENSP00000495951,9606.ENSP00000496959,9606.ENSP00000499459	FAP,CCL2,NCK2,IL7,FCER2,LAMP3,NTRK2,KIT,STAT5B,PCSK9,MET,HCLS1,F2R,NTF3,TGFA,PAK4,FGF21,KITLG,ITGAM,IL19
GO:0010941	Regulation of cell death	21	1651	0.55	0.66	3.94e-05	9606.ENSP00000188790,9606.ENSP00000225474,9606.ENSP00000225831,9606.ENSP00000233154,9606.ENSP00000263851,9606.ENSP00000264072,9606.ENSP00000265598,9606.ENSP00000277120,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000303208,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000321326,9606.ENSP00000397297,9606.ENSP00000404131,9606.ENSP00000469413,9606.ENSP00000471477,9606.ENSP00000495951,9606.ENSP00000496959,9606.ENSP00000499459	FAP,CSF3,CCL2,NCK2,IL7,FCER2,LAMP3,NTRK2,KIT,STAT5B,PCSK9,MET,HCLS1,F2R,NTF3,TGFA,PAK4,FGF21,KITLG,ITGAM,IL19
GO:0002694	Regulation of leukocyte activation	13	601	0.78	0.84	4.43e-05	9606.ENSP00000225831,9606.ENSP00000233154,9606.ENSP00000263851,9606.ENSP00000269571,9606.ENSP00000284240,9606.ENSP00000293328,9606.ENSP00000303507,9606.ENSP00000339477,9606.ENSP00000356436,9606.ENSP00000378845,9606.ENSP00000462468,9606.ENSP00000495951,9606.ENSP00000496959	CCL2,NCK2,IL7,ERBB2,THY1,STAT5B,BCR,ICOSLG,PLA2G4A,LAT,YES1,KITLG,ITGAM
GO:0009719	Response to endogenous stimulus	19	1363	0.59	0.68	4.43e-05	9606.ENSP00000225831,9606.ENSP00000252809,9606.ENSP00000264914,9606.ENSP00000266031,9606.ENSP00000267814,9606.ENSP00000269571,9606.ENSP00000277120,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000303208,9606.ENSP00000316338,9606.ENSP00000320176,9606.ENSP00000346300,9606.ENSP00000397297,9606.ENSP00000403644,9606.ENSP00000418009,9606.ENSP00000422464,9606.ENSP00000462468,9606.ENSP00000471477	CCL2,GDF15,ARSB,HYAL1,SORD,ERBB2,NTRK2,KIT,STAT5B,PCSK9,BAIAP2,HCLS1,CRKL,NTF3,DDC,RARRES2,PDGFC,YES1,FGF21
GO:0051247	Positive regulation of protein metabolic process	20	1512	0.57	0.67	4.43e-05	9606.ENSP00000225474,9606.ENSP00000233154,9606.ENSP00000252809,9606.ENSP00000269571,9606.ENSP00000277120,9606.ENSP00000288135,9606.ENSP00000303208,9606.ENSP00000320176,9606.ENSP00000321326,9606.ENSP00000337675,9606.ENSP00000346300,9606.ENSP00000378845,9606.ENSP00000397297,9606.ENSP00000404131,9606.ENSP00000418009,9606.ENSP00000420321,9606.ENSP00000422464,9606.ENSP00000462468,9606.ENSP00000471477,9606.ENSP00000495951	CSF3,NCK2,GDF15,ERBB2,NTRK2,KIT,PCSK9,HCLS1,F2R,EBAG9,CRKL,LAT,NTF3,TGFA,RARRES2,ROBO1,PDGFC,YES1,FGF21,KITLG
GO:0009607	Response to biotic stimulus	19	1375	0.59	0.68	4.86e-05	9606.ENSP00000188790,9606.ENSP00000225474,9606.ENSP00000225831,9606.ENSP00000243924,9606.ENSP00000266031,9606.ENSP00000293328,9606.ENSP00000302234,9606.ENSP00000302324,9606.ENSP00000303507,9606.ENSP00000316338,9606.ENSP00000321326,9606.ENSP00000339477,9606.ENSP00000361761,9606.ENSP00000378365,9606.ENSP00000418009,9606.ENSP00000426632,9606.ENSP00000444810,9606.ENSP00000462468,9606.ENSP00000496959	FAP,CSF3,CCL2,PI3,HYAL1,STAT5B,CCL11,RNASE3,BCR,BAIAP2,F2R,ICOSLG,WFDC2,CCL26,RARRES2,ERBIN,FKBP5,YES1,ITGAM
GO:0043406	Positive regulation of MAP kinase activity	7	116	1.23	1.12	5.43e-05	9606.ENSP00000269571,9606.ENSP00000288135,9606.ENSP00000397297,9606.ENSP00000404131,9606.ENSP00000420321,9606.ENSP00000422464,9606.ENSP00000495951	ERBB2,KIT,NTF3,TGFA,ROBO1,PDGFC,KITLG
GO:0050900	Leukocyte migration	9	249	1.01	0.98	6.32e-05	9606.ENSP00000225831,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000302234,9606.ENSP00000303507,9606.ENSP00000346300,9606.ENSP00000378365,9606.ENSP00000462468,9606.ENSP00000495951	CCL2,KIT,STAT5B,CCL11,BCR,CRKL,CCL26,YES1,KITLG
GO:0030335	Positive regulation of cell migration	12	529	0.81	0.83	7.88e-05	9606.ENSP00000266031,9606.ENSP00000284240,9606.ENSP00000288135,9606.ENSP00000302234,9606.ENSP00000317272,9606.ENSP00000321326,9606.ENSP00000346300,9606.ENSP00000378365,9606.ENSP00000397297,9606.ENSP00000418009,9606.ENSP00000422464,9606.ENSP00000495951	HYAL1,THY1,KIT,CCL11,MET,F2R,CRKL,CCL26,NTF3,RARRES2,PDGFC,KITLG
GO:0048519	Negative regulation of biological process	39	5313	0.32	0.46	7.88e-05	9606.ENSP00000188790,9606.ENSP00000225474,9606.ENSP00000225831,9606.ENSP00000233154,9606.ENSP00000243924,9606.ENSP00000252809,9606.ENSP00000263851,9606.ENSP00000265598,9606.ENSP00000266031,9606.ENSP00000269571,9606.ENSP00000277120,9606.ENSP00000284240,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000297785,9606.ENSP00000302234,9606.ENSP00000303208,9606.ENSP00000303507,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000321326,9606.ENSP00000331201,9606.ENSP00000339477,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000361761,9606.ENSP00000370115,9606.ENSP00000397297,9606.ENSP00000404131,9606.ENSP00000420321,9606.ENSP00000426632,9606.ENSP00000431775,9606.ENSP00000462468,9606.ENSP00000469413,9606.ENSP00000471477,9606.ENSP00000495951,9606.ENSP00000496959,9606.ENSP00000497720,9606.ENSP00000499459	FAP,CSF3,CCL2,NCK2,PI3,GDF15,IL7,LAMP3,HYAL1,ERBB2,NTRK2,THY1,KIT,STAT5B,ALDH1A1,CCL11,PCSK9,BCR,MET,HCLS1,F2R,HGS,ICOSLG,SH2B3,CRKL,WFDC2,SERPINB1,NTF3,TGFA,ROBO1,ERBIN,IL32,YES1,PAK4,FGF21,KITLG,ITGAM,MPIG6B,IL19
GO:0060548	Negative regulation of cell death	16	1016	0.65	0.7	9.18e-05	9606.ENSP00000225474,9606.ENSP00000225831,9606.ENSP00000263851,9606.ENSP00000265598,9606.ENSP00000277120,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000321326,9606.ENSP00000397297,9606.ENSP00000404131,9606.ENSP00000469413,9606.ENSP00000471477,9606.ENSP00000495951,9606.ENSP00000499459	CSF3,CCL2,IL7,LAMP3,NTRK2,KIT,STAT5B,MET,HCLS1,F2R,NTF3,TGFA,PAK4,FGF21,KITLG,IL19
GO:0014068	Positive regulation of phosphatidylinositol 3-kinase signaling	6	79	1.33	1.1	0.00011	9606.ENSP00000225474,9606.ENSP00000277120,9606.ENSP00000288135,9606.ENSP00000320176,9606.ENSP00000321326,9606.ENSP00000422464	CSF3,NTRK2,KIT,HCLS1,F2R,PDGFC
GO:0043549	Regulation of kinase activity	14	778	0.7	0.74	0.00011	9606.ENSP00000233154,9606.ENSP00000269571,9606.ENSP00000277120,9606.ENSP00000284240,9606.ENSP00000288135,9606.ENSP00000317272,9606.ENSP00000331201,9606.ENSP00000345492,9606.ENSP00000378845,9606.ENSP00000397297,9606.ENSP00000404131,9606.ENSP00000420321,9606.ENSP00000422464,9606.ENSP00000495951	NCK2,ERBB2,NTRK2,THY1,KIT,MET,HGS,SH2B3,LAT,NTF3,TGFA,ROBO1,PDGFC,KITLG
GO:0051495	Positive regulation of cytoskeleton organization	8	195	1.06	0.97	0.00011	9606.ENSP00000225474,9606.ENSP00000233154,9606.ENSP00000302234,9606.ENSP00000316338,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000378365,9606.ENSP00000397297	CSF3,NCK2,CCL11,BAIAP2,MET,HCLS1,CCL26,NTF3
GO:0043069	Negative regulation of programmed cell death	15	911	0.67	0.7	0.00012	9606.ENSP00000225831,9606.ENSP00000263851,9606.ENSP00000265598,9606.ENSP00000277120,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000321326,9606.ENSP00000397297,9606.ENSP00000404131,9606.ENSP00000469413,9606.ENSP00000471477,9606.ENSP00000495951,9606.ENSP00000499459	CCL2,IL7,LAMP3,NTRK2,KIT,STAT5B,MET,HCLS1,F2R,NTF3,TGFA,PAK4,FGF21,KITLG,IL19
GO:0051707	Response to other organism	18	1328	0.58	0.64	0.00012	9606.ENSP00000225474,9606.ENSP00000225831,9606.ENSP00000243924,9606.ENSP00000266031,9606.ENSP00000293328,9606.ENSP00000302234,9606.ENSP00000302324,9606.ENSP00000303507,9606.ENSP00000316338,9606.ENSP00000321326,9606.ENSP00000339477,9606.ENSP00000361761,9606.ENSP00000378365,9606.ENSP00000418009,9606.ENSP00000426632,9606.ENSP00000444810,9606.ENSP00000462468,9606.ENSP00000496959	CSF3,CCL2,PI3,HYAL1,STAT5B,CCL11,RNASE3,BCR,BAIAP2,F2R,ICOSLG,WFDC2,CCL26,RARRES2,ERBIN,FKBP5,YES1,ITGAM
GO:0097529	Myeloid leukocyte migration	7	138	1.15	1.0	0.00014	9606.ENSP00000225831,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000302234,9606.ENSP00000303507,9606.ENSP00000378365,9606.ENSP00000495951	CCL2,KIT,STAT5B,CCL11,BCR,CCL26,KITLG
GO:0043547	Positive regulation of GTPase activity	9	285	0.95	0.88	0.00016	9606.ENSP00000225831,9606.ENSP00000269571,9606.ENSP00000284240,9606.ENSP00000302234,9606.ENSP00000303507,9606.ENSP00000321326,9606.ENSP00000346300,9606.ENSP00000378365,9606.ENSP00000397297	CCL2,ERBB2,THY1,CCL11,BCR,F2R,CRKL,CCL26,NTF3
GO:0050863	Regulation of T cell activation	10	376	0.87	0.83	0.00017	9606.ENSP00000225831,9606.ENSP00000233154,9606.ENSP00000263851,9606.ENSP00000269571,9606.ENSP00000284240,9606.ENSP00000293328,9606.ENSP00000339477,9606.ENSP00000378845,9606.ENSP00000462468,9606.ENSP00000495951	CCL2,NCK2,IL7,ERBB2,THY1,STAT5B,ICOSLG,LAT,YES1,KITLG
GO:0022407	Regulation of cell-cell adhesion	11	480	0.81	0.78	0.00019	9606.ENSP00000225831,9606.ENSP00000233154,9606.ENSP00000263851,9606.ENSP00000269571,9606.ENSP00000284240,9606.ENSP00000293328,9606.ENSP00000308782,9606.ENSP00000339477,9606.ENSP00000345492,9606.ENSP00000462468,9606.ENSP00000495951	CCL2,NCK2,IL7,ERBB2,THY1,STAT5B,GP6,ICOSLG,SH2B3,YES1,KITLG
GO:0002696	Positive regulation of leukocyte activation	10	384	0.87	0.81	0.00020	9606.ENSP00000225831,9606.ENSP00000233154,9606.ENSP00000263851,9606.ENSP00000284240,9606.ENSP00000293328,9606.ENSP00000339477,9606.ENSP00000356436,9606.ENSP00000462468,9606.ENSP00000495951,9606.ENSP00000496959	CCL2,NCK2,IL7,THY1,STAT5B,ICOSLG,PLA2G4A,YES1,KITLG,ITGAM
GO:0051345	Positive regulation of hydrolase activity	12	589	0.76	0.74	0.00020	9606.ENSP00000225831,9606.ENSP00000269571,9606.ENSP00000284240,9606.ENSP00000288135,9606.ENSP00000302234,9606.ENSP00000303507,9606.ENSP00000321326,9606.ENSP00000337675,9606.ENSP00000346300,9606.ENSP00000378365,9606.ENSP00000397297,9606.ENSP00000420321	CCL2,ERBB2,THY1,KIT,CCL11,BCR,F2R,EBAG9,CRKL,CCL26,NTF3,ROBO1
GO:0071900	Regulation of protein serine/threonine kinase activity	10	386	0.86	0.81	0.00020	9606.ENSP00000269571,9606.ENSP00000284240,9606.ENSP00000288135,9606.ENSP00000331201,9606.ENSP00000345492,9606.ENSP00000397297,9606.ENSP00000404131,9606.ENSP00000420321,9606.ENSP00000422464,9606.ENSP00000495951	ERBB2,THY1,KIT,HGS,SH2B3,NTF3,TGFA,ROBO1,PDGFC,KITLG
GO:2000251	Positive regulation of actin cytoskeleton reorganization	4	19	1.77	1.14	0.00020	9606.ENSP00000225474,9606.ENSP00000316338,9606.ENSP00000320176,9606.ENSP00000397297	CSF3,BAIAP2,HCLS1,NTF3
GO:0032273	Positive regulation of protein polymerization	6	92	1.26	1.01	0.00021	9606.ENSP00000225474,9606.ENSP00000233154,9606.ENSP00000302234,9606.ENSP00000316338,9606.ENSP00000317272,9606.ENSP00000378365	CSF3,NCK2,CCL11,BAIAP2,MET,CCL26
GO:0071495	Cellular response to endogenous stimulus	16	1103	0.61	0.64	0.00022	9606.ENSP00000225831,9606.ENSP00000252809,9606.ENSP00000266031,9606.ENSP00000269571,9606.ENSP00000277120,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000303208,9606.ENSP00000316338,9606.ENSP00000346300,9606.ENSP00000397297,9606.ENSP00000403644,9606.ENSP00000418009,9606.ENSP00000422464,9606.ENSP00000462468,9606.ENSP00000471477	CCL2,GDF15,HYAL1,ERBB2,NTRK2,KIT,STAT5B,PCSK9,BAIAP2,CRKL,NTF3,DDC,RARRES2,PDGFC,YES1,FGF21
GO:0006950	Response to stress	29	3358	0.39	0.48	0.00023	9606.ENSP00000225831,9606.ENSP00000233154,9606.ENSP00000243924,9606.ENSP00000249647,9606.ENSP00000265052,9606.ENSP00000266031,9606.ENSP00000267814,9606.ENSP00000269202,9606.ENSP00000269571,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000302234,9606.ENSP00000302324,9606.ENSP00000303208,9606.ENSP00000308782,9606.ENSP00000321326,9606.ENSP00000339477,9606.ENSP00000341141,9606.ENSP00000346300,9606.ENSP00000361761,9606.ENSP00000378365,9606.ENSP00000378845,9606.ENSP00000404131,9606.ENSP00000418009,9606.ENSP00000431775,9606.ENSP00000462468,9606.ENSP00000471477,9606.ENSP00000496959,9606.ENSP00000497720	CCL2,NCK2,PI3,SNAP23,MGLL,HYAL1,SORD,MEP1B,ERBB2,KIT,STAT5B,CCL11,RNASE3,PCSK9,GP6,F2R,ICOSLG,SIGLEC1,CRKL,WFDC2,CCL26,LAT,TGFA,RARRES2,IL32,YES1,FGF21,ITGAM,MPIG6B
GO:0048522	Positive regulation of cellular process	39	5584	0.29	0.42	0.00024	9606.ENSP00000188790,9606.ENSP00000225474,9606.ENSP00000225831,9606.ENSP00000233154,9606.ENSP00000252809,9606.ENSP00000263851,9606.ENSP00000264072,9606.ENSP00000264914,9606.ENSP00000266031,9606.ENSP00000269571,9606.ENSP00000277120,9606.ENSP00000284240,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000302234,9606.ENSP00000303208,9606.ENSP00000303356,9606.ENSP00000308782,9606.ENSP00000316338,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000321326,9606.ENSP00000331201,9606.ENSP00000339477,9606.ENSP00000346300,9606.ENSP00000356436,9606.ENSP00000378365,9606.ENSP00000378845,9606.ENSP00000397297,9606.ENSP00000404131,9606.ENSP00000418009,9606.ENSP00000420321,9606.ENSP00000422464,9606.ENSP00000426632,9606.ENSP00000462468,9606.ENSP00000471477,9606.ENSP00000495951,9606.ENSP00000496959,9606.ENSP00000499459	FAP,CSF3,CCL2,NCK2,GDF15,IL7,FCER2,ARSB,HYAL1,ERBB2,NTRK2,THY1,KIT,STAT5B,CCL11,PCSK9,DCXR,GP6,BAIAP2,MET,HCLS1,F2R,HGS,ICOSLG,CRKL,PLA2G4A,CCL26,LAT,NTF3,TGFA,RARRES2,ROBO1,PDGFC,ERBIN,YES1,FGF21,KITLG,ITGAM,IL19
GO:0044089	Positive regulation of cellular component biogenesis	11	500	0.79	0.75	0.00026	9606.ENSP00000225474,9606.ENSP00000233154,9606.ENSP00000266031,9606.ENSP00000277120,9606.ENSP00000284240,9606.ENSP00000288135,9606.ENSP00000302234,9606.ENSP00000316338,9606.ENSP00000317272,9606.ENSP00000331201,9606.ENSP00000378365	CSF3,NCK2,HYAL1,NTRK2,THY1,KIT,CCL11,BAIAP2,MET,HGS,CCL26
GO:0030838	Positive regulation of actin filament polymerization	5	53	1.42	1.03	0.00029	9606.ENSP00000225474,9606.ENSP00000233154,9606.ENSP00000302234,9606.ENSP00000316338,9606.ENSP00000378365	CSF3,NCK2,CCL11,BAIAP2,CCL26
GO:0007229	Integrin-mediated signaling pathway	6	100	1.23	0.96	0.00031	9606.ENSP00000284240,9606.ENSP00000327290,9606.ENSP00000378845,9606.ENSP00000426632,9606.ENSP00000496959,9606.ENSP00000497720	THY1,ITGA11,LAT,ERBIN,ITGAM,MPIG6B
GO:0006935	Chemotaxis	11	516	0.78	0.73	0.00034	9606.ENSP00000225831,9606.ENSP00000269571,9606.ENSP00000288135,9606.ENSP00000302234,9606.ENSP00000302324,9606.ENSP00000317272,9606.ENSP00000346300,9606.ENSP00000378365,9606.ENSP00000397297,9606.ENSP00000418009,9606.ENSP00000420321	CCL2,ERBB2,KIT,CCL11,RNASE3,MET,CRKL,CCL26,NTF3,RARRES2,ROBO1
GO:0022409	Positive regulation of cell-cell adhesion	9	322	0.9	0.79	0.00036	9606.ENSP00000225831,9606.ENSP00000233154,9606.ENSP00000263851,9606.ENSP00000284240,9606.ENSP00000293328,9606.ENSP00000308782,9606.ENSP00000339477,9606.ENSP00000462468,9606.ENSP00000495951	CCL2,NCK2,IL7,THY1,STAT5B,GP6,ICOSLG,YES1,KITLG
GO:0050870	Positive regulation of T cell activation	8	251	0.95	0.79	0.00052	9606.ENSP00000225831,9606.ENSP00000233154,9606.ENSP00000263851,9606.ENSP00000284240,9606.ENSP00000293328,9606.ENSP00000339477,9606.ENSP00000462468,9606.ENSP00000495951	CCL2,NCK2,IL7,THY1,STAT5B,ICOSLG,YES1,KITLG
GO:0018108	Peptidyl-tyrosine phosphorylation	7	176	1.05	0.84	0.00053	9606.ENSP00000269571,9606.ENSP00000277120,9606.ENSP00000288135,9606.ENSP00000303507,9606.ENSP00000317272,9606.ENSP00000462468,9606.ENSP00000495951	ERBB2,NTRK2,KIT,BCR,MET,YES1,KITLG
GO:0030155	Regulation of cell adhesion	13	784	0.67	0.64	0.00053	9606.ENSP00000225831,9606.ENSP00000233154,9606.ENSP00000263851,9606.ENSP00000266031,9606.ENSP00000269571,9606.ENSP00000284240,9606.ENSP00000293328,9606.ENSP00000308782,9606.ENSP00000339477,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000462468,9606.ENSP00000495951	CCL2,NCK2,IL7,HYAL1,ERBB2,THY1,STAT5B,GP6,ICOSLG,SH2B3,CRKL,YES1,KITLG
GO:0009617	Response to bacterium	12	663	0.71	0.66	0.00054	9606.ENSP00000225474,9606.ENSP00000225831,9606.ENSP00000243924,9606.ENSP00000302324,9606.ENSP00000303507,9606.ENSP00000316338,9606.ENSP00000321326,9606.ENSP00000339477,9606.ENSP00000361761,9606.ENSP00000418009,9606.ENSP00000426632,9606.ENSP00000444810	CSF3,CCL2,PI3,RNASE3,BCR,BAIAP2,F2R,ICOSLG,WFDC2,RARRES2,ERBIN,FKBP5
GO:0045859	Regulation of protein kinase activity	12	663	0.71	0.66	0.00054	9606.ENSP00000233154,9606.ENSP00000269571,9606.ENSP00000284240,9606.ENSP00000288135,9606.ENSP00000331201,9606.ENSP00000345492,9606.ENSP00000378845,9606.ENSP00000397297,9606.ENSP00000404131,9606.ENSP00000420321,9606.ENSP00000422464,9606.ENSP00000495951	NCK2,ERBB2,THY1,KIT,HGS,SH2B3,LAT,NTF3,TGFA,ROBO1,PDGFC,KITLG
GO:0034097	Response to cytokine	13	804	0.66	0.62	0.00066	9606.ENSP00000225474,9606.ENSP00000225831,9606.ENSP00000263851,9606.ENSP00000265598,9606.ENSP00000266031,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000302234,9606.ENSP00000320176,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000378365,9606.ENSP00000426632	CSF3,CCL2,IL7,LAMP3,HYAL1,KIT,STAT5B,CCL11,HCLS1,SH2B3,CRKL,CCL26,ERBIN
GO:0007275	Multicellular organism development	32	4209	0.33	0.42	0.00067	9606.ENSP00000188790,9606.ENSP00000225474,9606.ENSP00000225831,9606.ENSP00000233154,9606.ENSP00000263851,9606.ENSP00000264914,9606.ENSP00000266031,9606.ENSP00000269571,9606.ENSP00000277120,9606.ENSP00000280362,9606.ENSP00000284240,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000302234,9606.ENSP00000303208,9606.ENSP00000303507,9606.ENSP00000316338,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000366091,9606.ENSP00000397297,9606.ENSP00000403644,9606.ENSP00000404131,9606.ENSP00000418009,9606.ENSP00000420321,9606.ENSP00000422464,9606.ENSP00000469413,9606.ENSP00000495951,9606.ENSP00000496959,9606.ENSP00000497720	FAP,CSF3,CCL2,NCK2,IL7,ARSB,HYAL1,ERBB2,NTRK2,PTS,THY1,KIT,STAT5B,CCL11,PCSK9,BCR,BAIAP2,MET,HCLS1,SH2B3,CRKL,MOG,NTF3,DDC,TGFA,RARRES2,ROBO1,PDGFC,PAK4,KITLG,ITGAM,MPIG6B
GO:0050731	Positive regulation of peptidyl-tyrosine phosphorylation	7	194	1.01	0.77	0.00091	9606.ENSP00000225474,9606.ENSP00000288135,9606.ENSP00000320176,9606.ENSP00000397297,9606.ENSP00000404131,9606.ENSP00000462468,9606.ENSP00000495951	CSF3,KIT,HCLS1,NTF3,TGFA,YES1,KITLG
GO:1903037	Regulation of leukocyte cell-cell adhesion	9	368	0.84	0.7	0.00091	9606.ENSP00000225831,9606.ENSP00000233154,9606.ENSP00000263851,9606.ENSP00000269571,9606.ENSP00000284240,9606.ENSP00000293328,9606.ENSP00000339477,9606.ENSP00000462468,9606.ENSP00000495951	CCL2,NCK2,IL7,ERBB2,THY1,STAT5B,ICOSLG,YES1,KITLG
